archetype_a,archetype_b,win,loss,draw,games,winrate
Esper Goryo's Vengeance,Other,92,76,11,179,54.8
Esper Goryo's Vengeance,Jeskai Blink,22,24,4,50,47.8
Esper Goryo's Vengeance,Boros Energy,34,40,2,76,45.9
Esper Goryo's Vengeance,Izzet Prowess,47,33,1,81,58.8
Izzet Prowess,Esper Goryo's Vengeance,32,47,1,80,40.5
Other,Simic Birthing Ritual,57,70,4,131,44.9
Boros Energy,Simic Birthing Ritual,14,15,3,32,48.3
Izzet Affinity,Gruul Broodscale,9,17,1,27,34.6
Izzet Affinity,Simic Birthing Ritual,24,16,1,41,60.0
Simic Birthing Ritual,Izzet Prowess,10,14,1,25,41.7
Simic Birthing Ritual,Other,70,57,4,131,55.1
Simic Birthing Ritual,Esper Blink,12,2,0,14,85.7
Simic Birthing Ritual,Simic Birthing Ritual,5,5,2,12,50.0
Simic Birthing Ritual,Izzet Affinity,16,24,1,41,40.0
Simic Birthing Ritual,Boros Energy,15,14,3,32,51.7
Amulet Titan,Simic Birthing Ritual,9,26,2,37,25.7
Jeskai Blink,Simic Birthing Ritual,21,49,2,72,30.0
Domain Zoo,Simic Birthing Ritual,8,8,1,17,50.0
Mono-Blue Belcher,Simic Birthing Ritual,5,4,1,10,55.6
Simic Birthing Ritual,W-U-B-G Goryo's Vengeance,9,3,0,12,75.0
Simic Birthing Ritual,Domain Zoo,8,8,1,17,50.0
Simic Birthing Ritual,Amulet Titan,26,9,2,37,74.3
Simic Birthing Ritual,Jeskai Blink,49,21,2,72,70.0
Simic Birthing Ritual,Mono-Blue Belcher,4,5,1,10,44.4
Azorius Control (Kaheera),Izzet Prowess,10,21,0,31,32.3
Azorius Control (Kaheera),Simic Birthing Ritual,2,4,0,6,33.3
Azorius Control (Kaheera),Gruul Broodscale,4,3,0,7,57.1
Azorius Control (Kaheera),Amulet Titan,22,15,3,40,59.5
Other,Gruul Broodscale,52,84,5,141,38.2
Amulet Titan,Boros Aggro,3,6,3,12,33.3
Simic Birthing Ritual,Gruul Broodscale,5,7,0,12,41.7
Boros Aggro,Simic Birthing Ritual,3,1,1,5,75.0
Boros Aggro,W-U-B-G Goryo's Vengeance,4,3,0,7,57.1
Boros Aggro,Amulet Titan,6,3,3,12,66.7
Simic Birthing Ritual,Azorius Control (Kaheera),4,2,0,6,66.7
Mono-Blue Belcher,Mono-Green Broodscale,3,8,2,13,27.3
Azorius Control (Kaheera),Mono-Blue Belcher,7,11,2,20,38.9
Mono-Blue Belcher,Azorius Control (Kaheera),11,7,2,20,61.1
Mono-Blue Belcher,Gruul Broodscale,10,6,0,16,62.5
Esper Blink,Simic Birthing Ritual,2,12,0,14,14.3
Simic Birthing Ritual,Boros Aggro,1,3,1,5,25.0
Izzet Prowess,Azorius Control (Kaheera),21,10,0,31,67.7
Izzet Prowess,Gruul Broodscale,14,24,1,39,36.8
W-U-B-G Goryo's Vengeance,Gruul Broodscale,6,8,1,15,42.9
Amulet Titan,Azorius Control (Kaheera),15,22,3,40,40.5
Amulet Titan,Mono-Green Broodscale,23,18,1,42,56.1
Boros Energy,Mono-Green Broodscale,16,13,0,29,55.2
Izzet Prowess,Simic Birthing Ritual,14,10,1,25,58.3
Gruul Broodscale,Other,84,52,5,141,61.8
Gruul Broodscale,Izzet Prowess,24,14,1,39,63.2
Gruul Broodscale,Simic Birthing Ritual,7,5,0,12,58.3
Gruul Broodscale,W-U-B-G Goryo's Vengeance,8,6,1,15,57.1
Gruul Broodscale,Mono-Blue Belcher,6,10,0,16,37.5
Gruul Broodscale,Jeskai Blink,17,21,2,40,44.7
Gruul Broodscale,Gruul Broodscale,7,7,0,14,50.0
Jeskai Blink,Gruul Broodscale,21,17,2,40,55.3
Amulet Titan,Gruul Broodscale,14,18,2,34,43.8
Mono-Green Broodscale,W-U-B-G Goryo's Vengeance,5,4,1,10,55.6
Mono-Green Broodscale,Boros Energy,13,16,0,29,44.8
Mono-Green Broodscale,Gruul Broodscale,5,2,1,8,71.4
Mono-Green Broodscale,Jeskai Control,4,2,1,7,66.7
Mono-Green Broodscale,Mono-Blue Belcher,8,3,2,13,72.7
Mono-Green Broodscale,Amulet Titan,18,23,1,42,43.9
Gruul Broodscale,Izzet Affinity,17,9,1,27,65.4
Gruul Broodscale,Azorius Control (Kaheera),3,4,0,7,42.9
Simic Birthing Ritual,Dimir Midrange,2,1,0,3,66.7
Jeskai Control,Mono-Green Broodscale,2,4,1,7,33.3
Gruul Broodscale,Amulet Titan,18,14,2,34,56.2
Gruul Broodscale,Mono-Green Broodscale,2,5,1,8,28.6
W-U-B-G Goryo's Vengeance,Boros Aggro,3,5,0,8,37.5
Esper Goryo's Vengeance,Simic Birthing Ritual,4,4,0,8,50.0
Gruul Broodscale,Esper Blink,16,6,2,24,72.7
Boros Energy,Dimir Midrange,20,10,1,31,66.7
Esper Blink,Esper Blink,26,26,0,52,50.0
Jeskai Blink,Dimir Midrange,15,9,1,25,62.5
Domain Zoo,Dimir Midrange,10,9,0,19,52.6
Mono-Blue Belcher,Dimir Midrange,8,6,0,14,57.1
W-U-B-G Goryo's Vengeance,Mono-Green Broodscale,4,5,1,10,44.4
W-U-B-G Goryo's Vengeance,Simic Birthing Ritual,3,9,0,12,25.0
Dimir Midrange,Boros Energy,10,20,1,31,33.3
Dimir Midrange,Mono-Blue Belcher,6,8,0,14,42.9
Dimir Midrange,Jeskai Blink,9,15,1,25,37.5
Dimir Midrange,Domain Zoo,9,10,0,19,47.4
Simic Birthing Ritual,Jeskai Control,1,0,0,1,100.0
Dimir Midrange,Simic Birthing Ritual,1,2,0,3,33.3
Simic Birthing Ritual,Esper Goryo's Vengeance,4,4,0,8,50.0
Jeskai Control,Simic Birthing Ritual,0,1,0,1,0.0
Esper Blink,Gruul Broodscale,6,16,2,24,27.3
Mono-Green Broodscale,Esper Blink,17,10,3,30,63.0
Mono-Blue Belcher,Jeskai Control,3,2,0,5,60.0
Mono-Blue Belcher,Boros Aggro,8,4,0,12,66.7
Mono-Blue Belcher,Mono-Blue Belcher,19,17,0,36,52.8
Boros Aggro,Boros Aggro,3,3,0,6,50.0
Boros Aggro,Mono-Blue Belcher,4,7,0,11,36.4
Esper Blink,Mono-Green Broodscale,10,17,3,30,37.0
Boros Aggro,Gruul Broodscale,1,1,0,2,50.0
Domain Zoo,Mono-Green Broodscale,13,11,0,24,54.2
Izzet Affinity,Azorius Control (Kaheera),12,14,1,27,46.2
Esper Blink,Jeskai Control,12,6,1,19,66.7
Gruul Broodscale,Boros Aggro,1,1,0,2,50.0
Mono-Green Broodscale,Domain Zoo,11,13,0,24,45.8
Azorius Control (Kaheera),Izzet Affinity,14,12,1,27,53.8
Jeskai Control,Esper Blink,6,12,1,19,33.3
Jeskai Control,Mono-Blue Belcher,2,3,0,5,40.0
Dimir Midrange,Azorius Control (Kaheera),2,0,0,2,100.0
Azorius Control (Kaheera),Dimir Midrange,0,2,0,2,0.0
Jeskai Control,Gruul Broodscale,4,0,0,4,100.0
Gruul Broodscale,Jeskai Control,0,4,0,4,0.0
Jeskai Control,Azorius Control (Kaheera),2,0,0,2,100.0
Azorius Control (Kaheera),Jeskai Control,0,2,0,2,0.0
Azorius Control (Kaheera),Mono-Green Broodscale,3,5,2,10,37.5
Mono-Green Broodscale,Azorius Control (Kaheera),5,3,2,10,62.5
Ruby Storm,Esper Goryo's Vengeance,5,9,1,15,35.7
Esper Goryo's Vengeance,Mono-Blue Belcher,26,26,1,53,50.0
Esper Goryo's Vengeance,Esper Goryo's Vengeance,53,53,2,108,50.0
Esper Goryo's Vengeance,Ruby Storm,9,5,1,15,64.3
Izzet Affinity,Esper Goryo's Vengeance,46,18,1,65,71.9
Domain Zoo,Esper Goryo's Vengeance,27,28,0,55,49.1
Esper Goryo's Vengeance,Domain Zoo,28,27,0,55,50.9
Esper Goryo's Vengeance,Amulet Titan,52,53,6,111,49.5
Mono-Blue Belcher,Esper Goryo's Vengeance,26,26,1,53,50.0
Eldrazi Tron,Dimir Midrange,5,1,0,6,83.3
Esper Goryo's Vengeance,Eldrazi Tron,25,39,1,65,39.1
Esper Goryo's Vengeance,Izzet Affinity,18,46,1,65,28.1
Simic Birthing Ritual,Eldrazi Tron,4,3,0,7,57.1
Amulet Titan,Eldrazi Tron,68,38,2,108,64.2
Amulet Titan,Esper Goryo's Vengeance,53,52,6,111,50.5
Esper Goryo's Vengeance,Esper Blink,32,37,6,75,46.4
Eldrazi Tron,Esper Blink,27,18,2,47,60.0
Eldrazi Tron,Amulet Titan,38,68,2,108,35.8
Eldrazi Tron,Simic Birthing Ritual,3,4,0,7,42.9
Esper Blink,Eldrazi Tron,18,27,2,47,40.0
Esper Blink,Dimir Midrange,6,3,0,9,66.7
Mono-Green Broodscale,Mono-Green Broodscale,3,3,0,6,50.0
Mono-Green Broodscale,Esper Goryo's Vengeance,14,12,2,28,53.8
Mono-Green Broodscale,Dimir Midrange,4,1,0,5,80.0
Esper Blink,Esper Goryo's Vengeance,37,32,6,75,53.6
Dimir Midrange,Eldrazi Tron,1,5,0,6,16.7
Eldrazi Tron,Ruby Storm,3,7,1,11,30.0
Dimir Midrange,Esper Goryo's Vengeance,11,4,0,15,73.3
Dimir Midrange,Esper Blink,3,6,0,9,33.3
Eldrazi Tron,Esper Goryo's Vengeance,39,25,1,65,60.9
Esper Goryo's Vengeance,Mono-Green Broodscale,12,14,2,28,46.2
Dimir Midrange,Mono-Green Broodscale,1,4,0,5,20.0
Esper Goryo's Vengeance,Dimir Midrange,4,11,0,15,26.7
Esper Goryo's Vengeance,Gruul Broodscale,11,9,0,20,55.0
Eldrazi Tron,Azorius Control (Kaheera),6,7,3,16,46.2
Azorius Control (Kaheera),Ruby Storm,4,1,0,5,80.0
Azorius Control (Kaheera),Esper Goryo's Vengeance,13,8,2,23,61.9
Ruby Storm,Eldrazi Tron,7,3,1,11,70.0
Ruby Storm,Gruul Broodscale,1,3,0,4,25.0
Azorius Control (Kaheera),Eldrazi Tron,7,6,3,16,53.8
Esper Goryo's Vengeance,Azorius Control (Kaheera),8,13,2,23,38.1
Gruul Broodscale,Ruby Storm,3,1,0,4,75.0
Gruul Broodscale,Esper Goryo's Vengeance,9,11,0,20,45.0
Ruby Storm,Azorius Control (Kaheera),1,4,0,5,20.0
Boros Energy,Eldrazi Ramp,51,31,2,84,62.2
Jeskai Blink,Eldrazi Ramp,5,4,1,10,55.6
Azorius Control (Kaheera),Eldrazi Ramp,4,6,2,12,40.0
Mono-Green Broodscale,Eldrazi Tron,11,4,0,15,73.3
Mono-Green Broodscale,Simic Birthing Ritual,1,0,0,1,100.0
Eldrazi Ramp,Esper Goryo's Vengeance,14,11,0,25,56.0
Eldrazi Ramp,Jeskai Blink,4,5,1,10,44.4
Eldrazi Ramp,Izzet Affinity,9,7,0,16,56.2
Eldrazi Ramp,Other,92,86,7,185,51.7
Eldrazi Ramp,Amulet Titan,20,48,4,72,29.4
Eldrazi Ramp,Esper Blink,15,16,1,32,48.4
Eldrazi Ramp,Boros Energy,31,51,2,84,37.8
Eldrazi Ramp,Domain Zoo,20,24,1,45,45.5
Eldrazi Ramp,Mono-Blue Belcher,10,16,0,26,38.5
Eldrazi Ramp,Ruby Storm,4,14,0,18,22.2
Eldrazi Ramp,Azorius Control (Kaheera),6,4,2,12,60.0
Eldrazi Ramp,Eldrazi Ramp,20,20,0,40,50.0
Mono-Blue Belcher,Eldrazi Ramp,16,10,0,26,61.5
Izzet Affinity,Eldrazi Ramp,7,9,0,16,43.8
Amulet Titan,Eldrazi Ramp,48,20,4,72,70.6
Domain Zoo,Eldrazi Ramp,24,20,1,45,54.5
Simic Birthing Ritual,Mono-Green Broodscale,0,1,0,1,0.0
Eldrazi Tron,Mono-Green Broodscale,4,11,0,15,26.7
Esper Blink,Eldrazi Ramp,16,15,1,32,51.6
Eldrazi Ramp,Mono-Green Broodscale,5,3,2,10,62.5
Eldrazi Ramp,Izzet Prowess,36,30,2,68,54.5
Eldrazi Ramp,Gruul Broodscale,5,9,0,14,35.7
Eldrazi Ramp,Dimir Midrange,8,3,2,13,72.7
Other,Eldrazi Ramp,86,92,7,185,48.3
Esper Goryo's Vengeance,Eldrazi Ramp,11,14,0,25,44.0
Izzet Prowess,Eldrazi Ramp,30,36,2,68,45.5
Eldrazi Tron,Eldrazi Ramp,9,10,0,19,47.4
Simic Birthing Ritual,Eldrazi Ramp,1,0,0,1,100.0
Dimir Midrange,Dimir Midrange,2,2,0,4,50.0
Mono-Green Broodscale,Eldrazi Ramp,3,5,2,10,37.5
Esper Goryo's Vengeance,Jeskai Control,6,0,0,6,100.0
Eldrazi Ramp,Eldrazi Tron,10,9,0,19,52.6
Dimir Midrange,Eldrazi Ramp,3,8,2,13,27.3
Eldrazi Ramp,Simic Birthing Ritual,0,1,0,1,0.0
Ruby Storm,Eldrazi Ramp,14,4,0,18,77.8
Gruul Broodscale,Eldrazi Ramp,9,5,0,14,64.3
Jeskai Control,Esper Goryo's Vengeance,0,6,0,6,0.0
Jeskai Control,Dimir Midrange,2,1,0,3,66.7
Azorius Control (Kaheera),Azorius Control (Kaheera),4,4,0,8,50.0
Dimir Midrange,Jeskai Control,1,2,0,3,33.3
W-U-B-G Goryo's Vengeance,Eldrazi Ramp,1,0,0,1,100.0
Mono-Green Broodscale,Ruby Storm,2,1,0,3,66.7
Ruby Storm,Mono-Green Broodscale,1,2,0,3,33.3
Eldrazi Ramp,W-U-B-G Goryo's Vengeance,0,1,0,1,0.0
Jeskai Control,Eldrazi Ramp,4,4,0,8,50.0
Jeskai Control,Ruby Storm,2,2,1,5,50.0
Ruby Storm,Jeskai Control,2,2,1,5,50.0
Eldrazi Ramp,Jeskai Control,4,4,0,8,50.0
Eldrazi Ramp,Boros Aggro,3,0,0,3,100.0
Boros Aggro,Eldrazi Ramp,0,3,0,3,0.0
Boros Aggro,Eldrazi Tron,1,0,0,1,100.0
Eldrazi Tron,Boros Aggro,0,1,0,1,0.0
