archetype_a,archetype_b,win,loss,draw,games,winrate
W-U-B-G Goryo's,Izzet Prowess,1,0,1,2,100.0
W-U-B-G Goryo's,Izzet Affinity,2,1,0,3,66.7
W-U-B-G Goryo's,W-U-B-R-G Domain Zoo,1,0,0,1,100.0
W-U-B-G Goryo's,Dimir Affinity,1,1,0,2,50.0
W-U-B-G Goryo's,Dimir Midrange,0,2,0,2,0.0
W-U-B-G Goryo's,Mono-Green Tron,2,0,0,2,100.0
W-U-B-G Goryo's,Jeskai Combo,0,1,1,2,0.0
Izzet Eldrazi Breach,Jeskai Blink,3,0,0,3,100.0
Izzet Eldrazi Breach,W-U-B-R-G Domain Zoo,0,1,0,1,0.0
Izzet Eldrazi Breach,Gruul Ruby Storm,1,0,0,1,100.0
Izzet Eldrazi Breach,Jeskai,1,0,0,1,100.0
Izzet Eldrazi Breach,W-U-B-G Goryo's,0,1,0,1,0.0
U-B-R-G Dredge,W-U-R-G Domain Zoo,1,0,0,1,100.0
U-B-R-G Dredge,Dimir Midrange,0,0,1,1,
U-B-R-G Dredge,Izzet,1,0,0,1,100.0
U-B-R-G Dredge,Boros Energy,1,0,0,1,100.0
U-B-R-G Dredge,W-U-B-R-G Domain Zoo,1,0,0,1,100.0
U-B-R-G Dredge,Izzet Affinity,0,1,1,2,0.0
Dimir Midrange,Boros Aggro,1,0,0,1,100.0
Dimir Midrange,U-B-R-G Dredge,0,0,1,1,
Dimir Midrange,W-U-B-G Goryo's,2,0,0,2,100.0
Dimir Midrange,Colorless Burn,1,0,0,1,100.0
Dimir Midrange,Simic Ritual,1,0,1,2,100.0
Dimir Midrange,Jeskai Combo,0,1,0,1,0.0
Simic Ritual,Mono-Green,1,0,0,1,100.0
Simic Ritual,Gruul Ruby Storm,1,0,0,1,100.0
Simic Ritual,Abzan Samwise Gamgee Combo,1,0,0,1,100.0
Simic Ritual,Jeskai Combo,1,0,0,1,100.0
Simic Ritual,Izzet Affinity,0,0,1,1,
Simic Ritual,Dimir Midrange,0,1,1,2,0.0
Izzet Affinity,Mono-Red Storm,1,0,0,1,100.0
Izzet Affinity,Golgari,1,0,0,1,100.0
Izzet Affinity,Dimir Combo,1,1,0,2,50.0
Izzet Affinity,Jeskai Blink,2,0,0,2,100.0
Izzet Affinity,Simic Ritual,0,0,1,1,
Izzet Affinity,U-B-R-G Dredge,1,0,1,2,100.0
Izzet Affinity,W-U-B-G Goryo's,1,2,0,3,33.3
Izzet Affinity,Jeskai Combo,1,0,0,1,100.0
W-U-B-G Goryo's,Mono-Blue Eldrazi,1,0,0,1,100.0
W-U-B-G Goryo's,W-U-R-G Domain Zoo,1,0,0,1,100.0
W-U-B-G Goryo's,Dimir Combo,1,0,0,1,100.0
W-U-B-G Goryo's,Izzet Eldrazi Breach,1,0,0,1,100.0
Jeskai Combo,Boros Energy,2,0,0,2,100.0
Jeskai Combo,Golgari Miracles,1,0,0,1,100.0
Jeskai Combo,Simic Ritual,0,1,0,1,0.0
Jeskai Combo,Dimir Affinity,1,0,0,1,100.0
Jeskai Combo,W-U-B-G Goryo's,1,0,1,2,100.0
Jeskai Combo,Dimir Midrange,1,0,0,1,100.0
Jeskai Combo,Izzet Affinity,0,1,0,1,0.0
Izzet Prowess,Mono-Green Broodscale,1,0,0,1,100.0
Izzet Prowess,W-U-B-G Goryo's,0,1,1,2,0.0
Izzet Prowess,Colorless Burn,0,1,0,1,0.0
Izzet Prowess,Grixis Burn,1,0,0,1,100.0
Izzet Prowess,Boros Energy,1,1,0,2,50.0
Izzet Prowess,Izzet Affinity,1,0,0,1,100.0
Boros Energy,Grixis Reanimator,0,0,1,1,
Boros Energy,Azorius Metalcraft,3,0,0,3,100.0
Boros Energy,Izzet Affinity,1,0,1,2,100.0
Boros Energy,U-B-R-G Dredge,0,1,0,1,0.0
Boros Energy,Colorless Burn,1,0,0,1,100.0
Boros Energy,Dimir Control,1,0,0,1,100.0
Dimir Affinity,Jeskai Wizards,1,0,0,1,100.0
Dimir Affinity,W-U-B-R-G Domain Zoo,1,0,0,1,100.0
Dimir Affinity,W-U-B-G Goryo's,1,1,0,2,50.0
Dimir Affinity,Jeskai Combo,0,1,0,1,0.0
Dimir Affinity,Jeskai Blink,1,0,0,1,100.0
Abzan Samwise Gamgee Combo,Grixis Burn,1,0,0,1,100.0
Abzan Samwise Gamgee Combo,Jeskai Blink,1,0,0,1,100.0
Abzan Samwise Gamgee Combo,Simic Ritual,0,1,0,1,0.0
Abzan Samwise Gamgee Combo,W-U-B-R-G Domain Zoo,0,1,0,1,0.0
Abzan Samwise Gamgee Combo,Jeskai,1,0,0,1,100.0
Abzan Samwise Gamgee Combo,Boros Energy,1,0,0,1,100.0
Mono-Green Tron,Jeskai Blink,1,0,0,1,100.0
Mono-Green Tron,W-U-B-G Goryo's,0,2,0,2,0.0
Mono-Green Tron,Golgari Miracles,1,0,0,1,100.0
Mono-Green Tron,Izzet Aggro,1,0,0,1,100.0
Mono-Green Tron,Boros Energy,1,0,0,1,100.0
Dimir Combo,Sultai Living End,1,0,0,1,100.0
Dimir Combo,Izzet Affinity,1,1,0,2,50.0
Dimir Combo,W-U-R-G Domain Zoo,1,0,0,1,100.0
Dimir Combo,W-U-B-G Goryo's,0,1,0,1,0.0
Dimir Combo,Izzet Aggro,1,0,0,1,100.0
Mono-Green Broodscale,Izzet Prowess,0,1,0,1,0.0
Mono-Green Broodscale,Izzet Affinity,0,1,0,1,0.0
Mono-Green Broodscale,Jeskai Blink,1,0,0,1,100.0
Mono-Green Broodscale,Boros Burn,1,0,0,1,100.0
Mono-Green Broodscale,Sultai Living End,1,0,0,1,100.0
Mono-Green Broodscale,Boros Aggro,1,0,0,1,100.0
Jeskai Blink,Colorless Eldrazi Tron,2,0,0,2,100.0
