archetype_a,archetype_b,win,loss,draw,games,winrate
Boros Aggro,W-U-R-G Domain Zoo,1,0,0,1,100.0
Boros Aggro,Jeskai Blink,0,1,0,1,0.0
Jeskai Blink,Izzet Affinity,1,0,0,1,100.0
Jeskai Blink,Grixis,1,0,0,1,100.0
Jeskai Blink,Izzet Aggro,0,1,0,1,0.0
Jeskai Blink,Jeskai Blink,4,4,2,10,50.0
Jeskai Blink,Boros Aggro,1,0,0,1,100.0
Jeskai Blink,Izzet Prowess,2,0,1,3,100.0
Jeskai Blink,Mono-Green Broodscale,1,0,0,1,100.0
Jeskai Blink,Colorless Tron,1,0,0,1,100.0
Simic Birthing Ritual,Jeskai Blink,2,0,0,2,100.0
Simic Birthing Ritual,Izzet Prowess,0,0,1,1,
Izzet Prowess,W-U-B-G Goryo's Vengeance,2,1,0,3,66.7
Izzet Prowess,Izzet Aggro,1,0,0,1,100.0
Izzet Prowess,Simic Birthing Ritual,0,0,1,1,
Izzet Prowess,Jeskai Blink,0,2,1,3,0.0
Colorless Tron,Esper Blink,1,0,0,1,100.0
Colorless Tron,Mono-Green Broodscale,0,0,1,1,
Colorless Tron,Simic Birthing Ritual,1,0,0,1,100.0
Colorless Tron,Jeskai Blink,0,1,0,1,0.0
Colorless Tron,W-U-B-G Combo,1,0,0,1,100.0
Colorless Tron,Izzet Prowess,1,0,0,1,100.0
Jeskai Control,Dimir Control,0,1,0,1,0.0
Jeskai Control,Azorius Control (Kaheera),1,0,0,1,100.0
Jeskai Control,Abzan Combo,1,0,0,1,100.0
Jeskai Control,Colorless Control,1,1,0,2,50.0
Izzet Aggro,Jeskai Blink,1,0,0,1,100.0
Izzet Aggro,Izzet Prowess,0,1,0,1,0.0
Izzet Aggro,Mono-Red Combo,1,0,0,1,100.0
Izzet Prowess,Colorless,1,0,0,1,100.0
Jeskai Blink,Bant Aggro,1,1,0,2,50.0
Jeskai Blink,Simic Birthing Ritual,0,2,0,2,0.0
Jeskai Blink,Jeskai Control,1,0,0,1,100.0
Jeskai Blink,Colorless,1,0,0,1,100.0
Mono-Green Broodscale,W-U-B-G Combo,1,0,0,1,100.0
Mono-Green Broodscale,Colorless Tron,0,0,1,1,
Mono-Green Broodscale,Jeskai Blink,0,1,0,1,0.0
Mono-Green Broodscale,Colorless Control,0,1,0,1,0.0
Mono-Green Broodscale,W-U-B-G Goryo's Vengeance,1,1,0,2,50.0
Colorless Control,Jeskai Control,1,1,0,2,50.0
Colorless Control,Mono-Green Broodscale,1,0,0,1,100.0
Colorless Control,W-U-R-G Domain Zoo,1,0,0,1,100.0
Mono-Red Combo,Izzet Affinity,0,1,0,1,0.0
Mono-Red Combo,Izzet Aggro,0,1,0,1,0.0
Mono-Red Combo,Jeskai Blink,1,0,0,1,100.0
Mono-Red Combo,Mono-Green Amulet Titan,0,0,1,1,
Mono-Green Amulet Titan,Azorius Blink,1,0,0,1,100.0
Mono-Green Amulet Titan,Mono-Red Combo,0,0,1,1,
Dimir Control,W-U-B-G Goryo's Vengeance,0,0,1,1,
Dimir Control,Jeskai Control,1,0,0,1,100.0
Dimir Control,W-U-B-G Combo,1,0,0,1,100.0
Jeskai Blink,Azorius (Kaheera),1,0,0,1,100.0
Simic Birthing Ritual,Colorless Tron,0,1,0,1,0.0
Simic Birthing Ritual,W-U-B-G Combo,0,1,0,1,0.0
Jeskai Blink,Mono-Red Combo,0,1,0,1,0.0
W-U-B-G Goryo's Vengeance,Izzet Prowess,1,2,0,3,33.3
W-U-B-G Goryo's Vengeance,Bant Aggro,1,0,0,1,100.0
W-U-B-G Goryo's Vengeance,Izzet Affinity,0,1,0,1,0.0
W-U-B-G Goryo's Vengeance,Colorless Eldrazi,1,0,0,1,100.0
Izzet Prowess,W-U-R-G Domain Zoo,0,2,0,2,0.0
Izzet Prowess,Temur Scapeshift,1,0,0,1,100.0
Izzet Prowess,Izzet Prowess,1,1,0,2,50.0
Izzet Prowess,Colorless Tron,0,1,0,1,0.0
Jeskai Blink,W-U-B-G Goryo's Vengeance,2,0,0,2,100.0
Jeskai Blink,Gruul Broodscale,1,0,0,1,100.0
Colorless Eldrazi,Golgari Yawgmoth,1,0,0,1,100.0
Colorless Eldrazi,W-U-B-G Goryo's Vengeance,0,1,0,1,0.0
Colorless Eldrazi,Izzet Affinity,1,0,0,1,100.0
Abzan Combo,Dimir Midrange,1,0,0,1,100.0
Abzan Combo,Jeskai Control,0,1,0,1,0.0
Abzan Combo,Bant Aggro,1,0,0,1,100.0
Abzan Combo,Izzet Affinity,1,0,0,1,100.0
Colorless,Jeskai Blink,0,1,0,1,0.0
Colorless,Izzet Affinity,1,1,0,2,50.0
Colorless,W-U-R-G Domain Zoo,1,0,0,1,100.0
Colorless,Izzet Prowess,0,1,0,1,0.0
W-U-B-G Goryo's Vengeance,Mono-Green Broodscale,1,1,0,2,50.0
W-U-B-G Goryo's Vengeance,Azorius Blink,1,0,0,1,100.0
W-U-B-G Goryo's Vengeance,Temur Scapeshift,1,0,0,1,100.0
W-U-B-G Combo,Temur Scapeshift,1,0,0,1,100.0
W-U-B-G Combo,Mono-Green Broodscale,0,1,0,1,0.0
W-U-B-G Combo,Azorius Control (Kaheera),1,0,1,2,100.0
W-U-B-G Combo,Simic Birthing Ritual,1,0,0,1,100.0
W-U-B-G Combo,Colorless Tron,0,1,0,1,0.0
W-U-B-G Combo,Dimir Control,0,1,0,1,0.0
Jeskai Blink,W-U-R-G Domain Zoo,0,1,0,1,0.0
Azorius Control (Kaheera),W-U-B-G Combo,0,1,1,2,0.0
Azorius Control (Kaheera),Jeskai Control,0,1,0,1,0.0
Azorius Control (Kaheera),W-U-B-G Goryo's Vengeance,0,1,0,1,0.0
W-U-B-G Goryo's Vengeance,Dimir Control,0,0,1,1,
W-U-B-G Goryo's Vengeance,Azorius Control (Kaheera),1,0,0,1,100.0
W-U-B-G Goryo's Vengeance,Jeskai Blink,0,2,0,2,0.0
W-U-R-G Domain Zoo,Boros Aggro,0,1,0,1,0.0
W-U-R-G Domain Zoo,Izzet Prowess,2,0,0,2,100.0
W-U-R-G Domain Zoo,Jeskai Blink,1,0,0,1,100.0
W-U-R-G Domain Zoo,Colorless Control,0,1,0,1,0.0
Izzet Affinity,Mono-Red Combo,1,0,0,1,100.0
Izzet Affinity,W-U-B-G Goryo's Vengeance,1,0,0,1,100.0
Izzet Affinity,Colorless Eldrazi,0,1,0,1,0.0
Izzet Affinity,Azorius (Kaheera),1,0,0,1,100.0
Izzet Affinity,Colorless,1,1,0,2,50.0
Izzet Affinity,Grixis,2,0,0,2,100.0
Izzet Affinity,Abzan Combo,0,1,0,1,0.0
W-U-R-G Domain Zoo,Mono-Green Broodscale,1,0,0,1,100.0
W-U-R-G Domain Zoo,Colorless,0,1,0,1,0.0
Azorius (Kaheera),Izzet Affinity,0,1,0,1,0.0
Azorius (Kaheera),Jeskai Blink,0,1,0,1,0.0
Temur Scapeshift,W-U-B-G Combo,0,1,0,1,0.0
Temur Scapeshift,Izzet Prowess,0,1,0,1,0.0
Temur Scapeshift,W-U-B-G Goryo's Vengeance,0,1,0,1,0.0
W-U-B-G Goryo's Vengeance,W-U-B-G Goryo's Vengeance,1,1,0,2,50.0
Gruul Broodscale,Colorless,1,0,0,1,100.0
Gruul Broodscale,Jeskai Blink,0,1,0,1,0.0
Gruul Broodscale,Izzet Prowess,1,0,0,1,100.0
Jeskai Control,Izzet Prowess,1,0,0,1,100.0
Jeskai Control,Jeskai Blink,0,1,0,1,0.0
Jeskai Control,Azorius Blink,1,0,0,1,100.0
Grixis,W-U-B-G Goryo's Vengeance,1,0,0,1,100.0
Grixis,Jeskai Blink,0,1,0,1,0.0
Grixis,Izzet Affinity,0,2,0,2,0.0
Bant Aggro,Jeskai Blink,1,1,0,2,50.0
Bant Aggro,W-U-B-G Goryo's Vengeance,0,1,0,1,0.0
Bant Aggro,Abzan Combo,0,1,0,1,0.0
Golgari Yawgmoth,Esper Blink,1,0,0,1,100.0
Golgari Yawgmoth,Colorless Eldrazi,0,1,0,1,0.0
Esper Blink,Esper Blink,1,1,0,2,50.0
Azorius Blink,Mono-Green Amulet Titan,0,1,0,1,0.0
Azorius Blink,W-U-B-G Goryo's Vengeance,0,1,0,1,0.0
Azorius Blink,Jeskai Control,0,1,0,1,0.0
Izzet Prowess,Gruul Broodscale,0,1,0,1,0.0
Izzet Prowess,Jeskai Control,0,1,0,1,0.0
Izzet Affinity,Jeskai Blink,0,1,0,1,0.0
Dimir Midrange,Abzan Combo,0,1,0,1,0.0
Mono-Green Broodscale,W-U-R-G Domain Zoo,0,1,0,1,0.0
Esper Blink,Colorless Tron,0,1,0,1,0.0
Esper Blink,Golgari Yawgmoth,0,1,0,1,0.0
Colorless,Gruul Broodscale,0,1,0,1,0.0
W-U-B-G Goryo's Vengeance,Grixis,0,1,0,1,0.0
