archetype_a,archetype_b,win,loss,draw,games,winrate
Samwise Combo,Mono-Green Amulet Titan,2,0,0,2,100.0
Samwise Combo,Esper Murktide,1,0,0,1,100.0
Samwise Combo,W-U-B-G Goryo's Vengeance,0,1,0,1,0.0
Samwise Combo,Green Tron,0,0,1,1,
Samwise Combo,Colorless Eldrazi,1,0,0,1,100.0
Samwise Combo,Mono-Blue Belcher,3,0,0,3,100.0
Samwise Combo,Dimir Frog,1,0,0,1,100.0
Samwise Combo,Amulet Titan,3,1,0,4,75.0
Samwise Combo, Eldrazi Tron,1,0,0,1,100.0
Samwise Combo,Izzet Control,0,1,1,2,0.0
Samwise Combo,Boros Energy,2,2,1,5,50.0
Samwise Combo,Samwise Combo,1,1,0,2,50.0
Izzet Control,Grixis Control,1,0,0,1,100.0
Izzet Control,Azorius Affinity,1,0,0,1,100.0
Izzet Control,Mono-Green Amulet Titan,1,0,0,1,100.0
Izzet Control,Mono-Green Tron,0,1,0,1,0.0
Izzet Control,Jeskai Affinity,1,0,0,1,100.0
Izzet Control,Domain Living End,1,0,0,1,100.0
Izzet Control,Boros Energy,1,0,0,1,100.0
Izzet Control,Esper Blink,1,1,0,2,50.0
Izzet Control,Domain Zoo,1,0,0,1,100.0
Izzet Control,Samwise Combo,1,0,1,2,100.0
Izzet Control, Eldrazi Tron,1,0,0,1,100.0
Izzet Control,Amulet Titan,0,1,1,2,0.0
Boros Energy,Abzan Combo,7,4,0,11,63.6
Boros Energy,Samwise Combo,2,2,1,5,50.0
Boros Energy,Jeskai Control,1,4,0,5,20.0
Boros Energy,Gruul Eldrazi,2,1,0,3,66.7
Boros Energy,Boros Burn,1,0,0,1,100.0
Boros Energy,Mono-Green Amulet Titan,4,2,0,6,66.7
Boros Energy,Esper Blink,6,3,1,10,66.7
Boros Energy,Domain Living End,1,0,1,2,100.0
Boros Energy,Izzet Prowess,2,1,0,3,66.7
Boros Energy,Boros Energy,7,7,0,14,50.0
Boros Energy,Amulet Titan,3,3,0,6,50.0
Boros Energy, Eldrazi Tron,2,3,0,5,40.0
 Eldrazi Tron,Boros Energy,3,2,0,5,60.0
 Eldrazi Tron,Domain Zoo,2,0,0,2,100.0
 Eldrazi Tron,Amulet Titan,0,0,1,1,
 Eldrazi Tron,W-U-B-G Goryo's Vengeance,1,0,0,1,100.0
 Eldrazi Tron,Esper Control,1,0,0,1,100.0
 Eldrazi Tron,Esper Blink,3,0,0,3,100.0
 Eldrazi Tron,Samwise Combo,0,1,0,1,0.0
 Eldrazi Tron,Izzet Control,0,1,0,1,0.0
Boros Energy,Esper Goryo's,1,0,0,1,100.0
Boros Energy,Mono-Green Tron,0,2,0,2,0.0
Boros Energy,Colorless,1,0,0,1,100.0
Boros Energy,Mono-Red Storm,1,4,0,5,20.0
Boros Energy,Izzet Control,0,1,0,1,0.0
Boros Energy,Azorius Riddler,2,1,0,3,66.7
Boros Energy,Domain Zoo,4,4,1,9,50.0
Boros Energy,Mono-Blue Belcher,0,4,0,4,0.0
Boros Energy,Living End,1,1,0,2,50.0
Esper Blink,W-U-R-G Aggro,2,0,0,2,100.0
