archetype_a,archetype_b,win,loss,draw,games,winrate
Boros Energy,Orzhov Aggro,1,0,0,1,100.0
Boros Energy,Sultai Living End,1,1,0,2,50.0
Boros Energy,Boros Energy,14,14,0,28,50.0
Boros Energy,Izzet Affinity,11,10,1,22,52.4
Boros Energy,Gruul Broodscale,6,2,0,8,75.0
Boros Energy,Jeskai Blink,16,17,2,35,48.5
Boros Energy,Mono-Green Amulet Titan,9,8,0,17,52.9
Simic Titan,Jeskai Blink,1,0,0,1,100.0
Simic Titan,Jeskai Midrange,1,0,0,1,100.0
Simic Titan,Mono-Green Amulet Titan,0,1,0,1,0.0
Simic Titan,Izzet Affinity,2,0,0,2,100.0
Simic Titan,Izzet Storm,1,0,0,1,100.0
Simic Titan,Esper Blink,1,0,0,1,100.0
Simic Titan,Izzet Aggro,2,0,0,2,100.0
Simic Titan,Boros Energy,2,2,0,4,50.0
Simic Titan,Simic Birthing Ritual,0,1,0,1,0.0
Simic Titan,W-U-B-R-G Birthing Ritual,1,0,0,1,100.0
Simic Titan,Grixis Midrange,1,0,0,1,100.0
Boros Energy,Azorius Control (Kaheera),4,3,0,7,57.1
Boros Energy,Gruul Eldrazi Ramp,5,3,0,8,62.5
Boros Energy,Simic Birthing Ritual,6,10,2,18,37.5
Boros Energy,Izzet Prowess,8,5,0,13,61.5
Boros Energy,Mono-Red Burn,1,0,0,1,100.0
Boros Energy,Simic Titan,2,2,0,4,50.0
Boros Energy,Mono-Red Storm,4,3,0,7,57.1
Boros Energy,Mono-Blue Belcher,5,2,0,7,71.4
Izzet Affinity,Izzet Affinity,13,13,0,26,50.0
Izzet Affinity,Izzet Wizards,2,0,0,2,100.0
Izzet Affinity,W-U-R-G Control,1,2,0,3,33.3
Izzet Affinity,Gruul Broodscale,3,2,0,5,60.0
Izzet Affinity,Jeskai Blink,19,12,1,32,61.3
Izzet Affinity,Mono-Green Broodscale,1,0,0,1,100.0
Izzet Affinity,W-U-R-G Domain Zoo,10,6,0,16,62.5
Izzet Affinity,Simic Birthing Ritual,9,8,1,18,52.9
Izzet Affinity,Boros Energy,10,11,1,22,47.6
Simic Birthing Ritual,Izzet Prowess,3,9,0,12,25.0
Simic Birthing Ritual,Grixis Midrange,3,2,1,6,60.0
Simic Birthing Ritual,Simic Neoform,3,1,0,4,75.0
Simic Birthing Ritual,Esper Blink,4,0,0,4,100.0
Simic Birthing Ritual,Simic Birthing Ritual,4,4,2,10,50.0
Simic Birthing Ritual,Simic Amulet Titan,8,1,0,9,88.9
Simic Birthing Ritual,Izzet Affinity,8,9,1,18,47.1
Simic Birthing Ritual,Boros Energy,10,6,2,18,62.5
Simic Birthing Ritual,W-U-B-R-G Birthing Ritual,2,0,0,2,100.0
Simic Birthing Ritual,Izzet Aggro,3,2,0,5,60.0
Simic Birthing Ritual,Mono-Red Storm,3,2,1,6,60.0
Mono-Green Amulet Titan,Jeskai,1,0,0,1,100.0
Mono-Green Amulet Titan,Simic Birthing Ritual,4,7,0,11,36.4
Mono-Green Amulet Titan,Izzet Prowess,7,4,0,11,63.6
Mono-Green Amulet Titan,Izzet Aggro,1,1,0,2,50.0
Mono-Green Amulet Titan,Dimir Murktide,1,0,0,1,100.0
Mono-Green Amulet Titan,Jeskai Blink,6,4,2,12,60.0
Mono-Green Amulet Titan,Mono-Green Amulet Titan,5,5,0,10,50.0
Mono-Green Amulet Titan,Izzet Affinity,7,3,0,10,70.0
Mono-Green Amulet Titan,W-U-B-G,1,0,0,1,100.0
Mono-Green Amulet Titan,Grixis Midrange,0,4,1,5,0.0
Mono-Green Amulet Titan,Mono-Red Storm,0,5,1,6,0.0
Mono-Green Amulet Titan,Boros Energy,8,9,0,17,47.1
Grixis Midrange,Simic Birthing Ritual,2,3,1,6,40.0
Grixis Midrange,Colorless Tron,1,0,0,1,100.0
Grixis Midrange,Mono-Green Eldrazi,1,0,0,1,100.0
Grixis Midrange,Jeskai Blink,5,1,0,6,83.3
Grixis Midrange,Mono-Green Amulet Titan,4,0,1,5,100.0
Grixis Midrange,Izzet Affinity,0,2,0,2,0.0
Grixis Midrange,Mono-Red Burn,1,0,0,1,100.0
Grixis Midrange,Simic Neoform,2,0,0,2,100.0
Grixis Midrange,Mono-Red Storm,2,0,0,2,100.0
Grixis Midrange,W-U-R-G Domain Zoo,0,1,1,2,0.0
Grixis Midrange,Simic Titan,0,1,0,1,0.0
Jeskai Blink,Boros Energy,17,16,2,35,51.5
Jeskai Blink,Simic Amulet Titan,10,10,1,21,50.0
Jeskai Blink,W-U-B-G Goryo's Vengeance,11,5,1,17,68.8
Jeskai Blink,Izzet Affinity,12,19,1,32,38.7
Jeskai Blink,Mono-Red Storm,3,3,0,6,50.0
Jeskai Blink,Jeskai Midrange,4,6,0,10,40.0
Jeskai Blink,Azorius Blink,5,2,0,7,71.4
Jeskai Blink,W-U-R-G Domain Zoo,7,3,1,11,70.0
Jeskai Blink,Simic Birthing Ritual,9,17,1,27,34.6
Jeskai Blink,Jeskai Blink,23,23,4,50,50.0
Jeskai Blink,Azorius Control (Kaheera),1,1,0,2,50.0
W-U-R-G Domain Zoo,Mono-Green Amulet Titan,6,5,0,11,54.5
W-U-R-G Domain Zoo,Mono-Blue Merfolk,2,0,0,2,100.0
W-U-R-G Domain Zoo,Jeskai Blink,3,7,1,11,30.0
W-U-R-G Domain Zoo,Izzet Prowess,4,5,0,9,44.4
W-U-R-G Domain Zoo,W-U-B-G,1,0,0,1,100.0
W-U-R-G Domain Zoo,Simic Birthing Ritual,4,1,0,5,80.0
W-U-R-G Domain Zoo,Azorius Control (Kaheera),1,1,0,2,50.0
W-U-R-G Domain Zoo,Izzet Affinity,6,10,0,16,37.5
W-U-R-G Domain Zoo,Grixis Midrange,1,0,1,2,100.0
Mono-Red Storm,Simic Amulet Titan,3,2,1,6,60.0
Mono-Red Storm,Izzet Storm,1,0,0,1,100.0
Mono-Red Storm,Boros Energy,3,4,0,7,42.9
Mono-Red Storm,W-U-B-R-G Birthing Ritual,1,0,0,1,100.0
Mono-Red Storm,Izzet Affinity,3,1,0,4,75.0
Mono-Red Storm,Simic Birthing Ritual,2,3,1,6,40.0
Mono-Red Storm,Grixis Midrange,0,2,0,2,0.0
Mono-Red Storm,Mono-Green Amulet Titan,5,0,1,6,100.0
Mono-Green Amulet Titan,Gruul Eldrazi Aggro,2,0,0,2,100.0
Mono-Green Amulet Titan,Izzet Midrange,2,1,0,3,66.7
Mono-Green Amulet Titan,Colorless Tron,1,1,1,3,50.0
Mono-Green Amulet Titan,Azorius Blink,0,1,1,2,0.0
Mono-Green Amulet Titan,Jeskai Midrange,2,0,0,2,100.0
Mono-Green Amulet Titan,W-U-B-G Goryo's Vengeance,7,6,0,13,53.8
Mono-Blue Belcher,Izzet Affinity,4,6,0,10,40.0
Mono-Blue Belcher,W-U-B-G Goryo's Vengeance,5,1,0,6,83.3
Mono-Blue Belcher,Esper Blink,2,0,0,2,100.0
Mono-Blue Belcher,Simic Birthing Ritual,1,2,1,4,33.3
Mono-Blue Belcher,Golgari Birthing Ritual,1,0,0,1,100.0
Mono-Blue Belcher,Simic Neoform,1,0,0,1,100.0
Mono-Blue Belcher,Mono-Green Amulet Titan,0,1,0,1,0.0
Mono-Blue Belcher,Jeskai Blink,6,4,0,10,60.0
Mono-Blue Belcher,Mono-Green Eldrazi,1,0,0,1,100.0
Mono-Blue Belcher,Boros Energy,2,5,0,7,28.6
Mono-Blue Belcher,Izzet Aggro,1,1,0,2,50.0
Simic Birthing Ritual,W-U-B-G Goryo's,1,0,0,1,100.0
Simic Birthing Ritual,Dimir Murktide,1,0,0,1,100.0
Simic Birthing Ritual,W-U-R-G Domain Zoo,1,4,0,5,20.0
Simic Birthing Ritual,Mono-Green Amulet Titan,7,4,0,11,63.6
Simic Birthing Ritual,Jeskai Blink,17,9,1,27,65.4
Simic Birthing Ritual,Mono-Blue Belcher,2,1,1,4,66.7
Azorius Control (Kaheera),Boros Energy,3,4,0,7,42.9
Azorius Control (Kaheera),Izzet Prowess,3,0,0,3,100.0
Azorius Control (Kaheera),W-U-B-G Goryo's Vengeance,1,0,1,2,100.0
Azorius Control (Kaheera),Simic Birthing Ritual,2,1,0,3,66.7
Azorius Control (Kaheera),Gruul Broodscale,2,0,0,2,100.0
Azorius Control (Kaheera),Azorius Blink,1,0,0,1,100.0
Azorius Control (Kaheera),Jeskai Midrange,1,0,0,1,100.0
Azorius Control (Kaheera),W-U-R-G Domain Zoo,1,1,0,2,50.0
Azorius Control (Kaheera),Mono-Green Amulet Titan,4,0,0,4,100.0
Azorius Control (Kaheera),Jeskai Blink,1,1,0,2,50.0
Azorius Control (Kaheera),Colorless Tron,2,0,0,2,100.0
Izzet Aggro,Simic Birthing Ritual,2,3,0,5,40.0
Izzet Aggro,Mono-Red Burn,1,0,0,1,100.0
Izzet Aggro,Izzet Affinity,5,2,0,7,71.4
Izzet Aggro,Mono-Green Amulet Titan,1,1,0,2,50.0
Izzet Aggro,Mono-Blue Belcher,1,1,0,2,50.0
Izzet Aggro,Simic Amulet Titan,1,1,0,2,50.0
Izzet Aggro,Simic Titan,0,2,0,2,0.0
Izzet Aggro,Gruul Broodscale,1,0,0,1,100.0
Izzet Aggro,Boros Energy,5,1,0,6,83.3
Izzet Aggro,Simic Neoform,1,1,0,2,50.0
Izzet Affinity,Esper Blink,2,4,0,6,33.3
Izzet Affinity,Colorless Eldrazi,2,0,0,2,100.0
Izzet Affinity,Jeskai Midrange,2,2,0,4,50.0
Izzet Affinity,Mono-Red Burn,1,1,0,2,50.0
Izzet Affinity,Simic Neoform,1,2,0,3,33.3
Izzet Affinity,Mono-Blue Belcher,6,4,0,10,60.0
Izzet Affinity,Simic Amulet Titan,5,7,0,12,41.7
Mono-Green Amulet Titan,Mono-Green Eldrazi,2,2,0,4,50.0
Mono-Green Amulet Titan,W-U-R-G Control,2,0,0,2,100.0
Mono-Green Amulet Titan,Simic Amulet Titan,5,4,0,9,55.6
Mono-Green Amulet Titan,Boros Aggro,1,2,0,3,33.3
Izzet Affinity,Boros Burn,1,1,0,2,50.0
Izzet Affinity,Izzet Prowess,7,2,0,9,77.8
Izzet Affinity,Mono-Red Storm,1,3,0,4,25.0
Izzet Affinity,Izzet Aggro,2,5,0,7,28.6
Izzet Affinity,Golgari Birthing Ritual,1,0,0,1,100.0
Izzet Aggro,Gruul Eldrazi Ramp,0,2,0,2,0.0
Izzet Aggro,W-U-R-G Domain Zoo,3,1,0,4,75.0
Izzet Aggro,W-U-B-R-G Birthing Ritual,1,0,0,1,100.0
Izzet Aggro,Grixis Midrange,1,0,0,1,100.0
Jeskai Blink,Dimir Mill,0,1,0,1,0.0
Jeskai Blink,Izzet Prowess,15,12,0,27,55.6
Jeskai Blink,Simic Neoform,8,5,0,13,61.5
Jeskai Midrange,Jeskai Blink,6,4,0,10,60.0
Jeskai Midrange,W-U-B-R-G Birthing Ritual,0,1,0,1,0.0
Jeskai Midrange,Simic Amulet Titan,2,0,0,2,100.0
